File Name,Reading Level,Word Count,Hydrofracking,Hydraulic Fracturing,Hydraulic Fracking,Fracking,Fracing,Natural Gas Drilling,Gas Drilling,Utica Shale,Polarity,Subjectivity,Classification,P_POS,P_NEG
Town of Onondaga 2012a_ocr.txt,16.9,5765,0,0,0,0,0,0,0,0,0.0339,0.3904,pos,1.0,0.0
