File Name,Reading Level,Word Count,Hydrofracking,Hydraulic Fracturing,Hydraulic Fracking,Fracking,Fracing,Natural Gas Drilling,Gas Drilling,Utica Shale,Polarity,Subjectivity,Classification,P_POS,P_NEG
Town of New Hartford 2011_ocr.txt,19.3,1761,13,0,9,14,0,0,0,0,0.0574,0.4095,pos,1.0,0.0
